year,rank,restaurant,location,country,lat,lng,Cuisine,Description
2017,44,Brae,Birregurra,Australia,-38.3363687,143.7836314,Modern Australian,"A distinguished restaurant offering modern australian cuisine, known for its quality and culinary creativity in Birregurra, Australia."
2017,45,Den,Tokyo,Japan,35.6764225,139.650027,Japanese,"A distinguished restaurant offering japanese cuisine, known for its quality and culinary creativity in Tokyo, Japan."
2017,46,L'Astrance,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2017,47,Vendôme,Bergisch Gladbach,Germany,50.9896478,7.1229789,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Bergisch Gladbach, Germany."
2017,48,Restaurant Tim Raue,Berlin,Germany,52.5200065,13.404954,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Berlin, Germany."
2017,49,Tegui,Buenos Aires,Argentina,-34.6036844,-58.3815591,Argentinian,"A distinguished restaurant offering argentinian cuisine, known for its quality and culinary creativity in Buenos Aires, Argentina."
2017,50,Hof Van Cleve,Kruishoutem,Belgium,50.9044989,3.5281414,Belgian / French,"A distinguished restaurant offering belgian / french cuisine, known for its quality and culinary creativity in Kruishoutem, Belgium."
2018,1,Osteria Francescana,Modena,Italy,44.647128,10.9252269,Italian / Modernist,Chef Massimo Bottura's avant-garde take on Italian classics makes Osteria Francescana a standout in Modena’s dining scene.
2018,2,El Celler de Can Roca,Girona,Spain,41.9794005,2.8214264,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Girona, Spain."
2018,3,Mirazur,Menton,France,43.774481,7.49754,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Menton, France."
2018,4,Eleven Madison Park,New York,United States,40.7127753,-74.0059728,Contemporary American,A globally acclaimed NYC restaurant known for elegant modern American cuisine and a fine-dining experience focused on hospitality.
2018,5,Gaggan,Bangkok,Thailand,13.7563309,100.5017651,Progressive Indian,Gaggan in Bangkok pushed the boundaries of Indian cuisine through molecular gastronomy and playful presentations.
2018,6,Central,Lima,Peru,-12.0466888,-77.0430885,Peruvian / Nikkei,"A distinguished restaurant offering peruvian / nikkei cuisine, known for its quality and culinary creativity in Lima, Peru."
2018,7,Maido,Lima,Peru,-12.0466888,-77.0430885,Peruvian / Nikkei,"A distinguished restaurant offering peruvian / nikkei cuisine, known for its quality and culinary creativity in Lima, Peru."
2018,8,Arpège,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2018,9,Mugaritz,San Sebastian,Spain,43.318237,-1.9817051,Modernist / Spanish,Mugaritz offers a conceptual and avant-garde dining journey rooted in Spanish tradition and innovation.
2018,10,Asador Etxebarri,Axpe,Spain,43.1159431,-2.5981535,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Axpe, Spain."
2018,11,Quintonil,Mexico City,Mexico,19.4326077,-99.133208,Mexican,"A distinguished restaurant offering mexican cuisine, known for its quality and culinary creativity in Mexico City, Mexico."
2018,12,Blue Hill at Stone Barns,Pocantico Hills,United States,41.0945407,-73.8359677,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Pocantico Hills, United States."
2018,13,Pujol,Mexico City,Mexico,19.4326077,-99.133208,Mexican,"A distinguished restaurant offering mexican cuisine, known for its quality and culinary creativity in Mexico City, Mexico."
2018,14,Steirereck,Vienna,Austria,48.2080695,16.3713095,Modern Austrian,A Vienna institution blending traditional Austrian dishes with contemporary creativity and regional ingredients.
2018,15,White Rabbit,Moscow,Russia,55.755826,37.6173,Modern Russian,"A distinguished restaurant offering modern russian cuisine, known for its quality and culinary creativity in Moscow, Russia."
2018,16,Piazza Duomo,Alba,Italy,44.7009526,8.0353488,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Alba, Italy."
2018,17,Den,Tokyo,Japan,35.6764225,139.650027,Japanese,"A distinguished restaurant offering japanese cuisine, known for its quality and culinary creativity in Tokyo, Japan."
2018,18,Disfrutar,Barcelona,Spain,41.3873974,2.168568,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Barcelona, Spain."
2018,19,Geranium,Copenhagen,Denmark,55.6760968,12.5683371,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Copenhagen, Denmark."
2018,20,Attica,Melbourne,Australia,-37.8136276,144.9630576,Modern Australian,"A distinguished restaurant offering modern australian cuisine, known for its quality and culinary creativity in Melbourne, Australia."
2018,21,Alain Ducasse au Plaza Athénée,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2018,22,Narisawa,Tokyo,Japan,35.6764225,139.650027,Japanese,"A distinguished restaurant offering japanese cuisine, known for its quality and culinary creativity in Tokyo, Japan."
2018,23,Le Calandre,Rubano,Italy,45.4262382,11.7937858,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Rubano, Italy."
2018,24,Ultraviolet by Paul Pairet,Shanghai,China,31.230416,121.473701,Chinese,"A distinguished restaurant offering chinese cuisine, known for its quality and culinary creativity in Shanghai, China."
2018,25,Cosme,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2018,26,Le Bernardin,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2018,27,Boragó,Santiago,Chile,-33.4488897,-70.6692655,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Santiago, Chile."
2018,28,Odette,Singapore,Singapore,1.352083,103.819836,Modern Asian / Fusion,"A distinguished restaurant offering modern asian / fusion cuisine, known for its quality and culinary creativity in Singapore, Singapore."
2018,29,Alléno Paris au Pavillon Ledoyen,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2018,30,D.O.M,São Paulo,Brazil,-23.5557714,-46.6395571,Brazilian,"A distinguished restaurant offering brazilian cuisine, known for its quality and culinary creativity in São Paulo, Brazil."
2018,31,Arzak,San Sebastian,Spain,43.318237,-1.9817051,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in San Sebastian, Spain."
2018,32,Tickets,Barcelona,Spain,41.3873974,2.168568,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Barcelona, Spain."
2018,33,The Clove Club,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2018,34,Alinea,Chicago,United States,41.8781136,-87.6297982,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Chicago, United States."
2018,35,Maaemo,Oslo,Norway,59.9138688,10.7522454,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Oslo, Norway."
2018,36,Reale,Castel di Sangro,Italy,41.783948,14.1081016,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Castel di Sangro, Italy."
2018,37,Restaurant Tim Raue,Berlin,Germany,52.5200065,13.404954,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Berlin, Germany."
2018,38,Lyle's,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2018,39,Astrid y Gastón,Lima,Peru,-12.0466888,-77.0430885,Peruvian / Nikkei,"A distinguished restaurant offering peruvian / nikkei cuisine, known for its quality and culinary creativity in Lima, Peru."
2018,40,Septime,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2018,41,Nihonryori Ryugin,Tokyo,Japan,35.6764225,139.650027,Japanese,"A distinguished restaurant offering japanese cuisine, known for its quality and culinary creativity in Tokyo, Japan."
2018,42,The Ledbury,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2018,43,Azurmendi,Larrabetzu,Spain,43.2609878,-2.7960332,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Larrabetzu, Spain."
2018,44,Mikla,Istanbul,Türkiye,41.0082376,28.9783589,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Istanbul, Türkiye."
2018,45,Dinner by Heston Blumenthal,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2018,46,Saison,San Francisco,United States,37.7749295,-122.4194155,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in San Francisco, United States."
2018,47,Schloss Schauenstein,Fürstenau,Germany,52.5179395,7.674365,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Fürstenau, Germany."
2018,48,Hiša Franko,Kobarid,Slovenia,46.2476549,13.5791749,Modern Slovenian / Alpine,"A distinguished restaurant offering modern slovenian / alpine cuisine, known for its quality and culinary creativity in Kobarid, Slovenia."
2018,49,Nahm,Bangkok,Thailand,13.7563309,100.5017651,Thai,"A distinguished restaurant offering thai cuisine, known for its quality and culinary creativity in Bangkok, Thailand."
2018,50,The Test Kitchen,Cape Town,South Africa,-33.922087,18.4231418,South African / Fusion,"A distinguished restaurant offering south african / fusion cuisine, known for its quality and culinary creativity in Cape Town, South Africa."
2019,1,Mirazur,Menton,France,43.774481,7.49754,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Menton, France."
2019,2,Noma,Copenhagen,Denmark,55.6760968,12.5683371,New Nordic,"Noma redefined modern Scandinavian cuisine with foraged ingredients, seasonal menus, and innovative techniques in Copenhagen."
2019,3,Asador Etxebarri,Axpe,Spain,43.1159431,-2.5981535,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Axpe, Spain."
2019,4,Gaggan,Bangkok,Thailand,13.7563309,100.5017651,Progressive Indian,Gaggan in Bangkok pushed the boundaries of Indian cuisine through molecular gastronomy and playful presentations.
2019,5,Geranium,Copenhagen,Denmark,55.6760968,12.5683371,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Copenhagen, Denmark."
2019,6,Central,Lima,Peru,-12.0466888,-77.0430885,Peruvian / Nikkei,"A distinguished restaurant offering peruvian / nikkei cuisine, known for its quality and culinary creativity in Lima, Peru."
2019,7,Mugaritz,San Sebastián,Spain,43.318237,-1.9817051,Modernist / Spanish,Mugaritz offers a conceptual and avant-garde dining journey rooted in Spanish tradition and innovation.
2019,8,Arpège,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2019,9,Disfrutar,Barcelona,Spain,41.3873974,2.168568,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Barcelona, Spain."
2019,10,Maido,Lima,Peru,-12.0466888,-77.0430885,Peruvian / Nikkei,"A distinguished restaurant offering peruvian / nikkei cuisine, known for its quality and culinary creativity in Lima, Peru."
2019,11,Den,Tokyo,Japan,35.6764225,139.650027,Japanese,"A distinguished restaurant offering japanese cuisine, known for its quality and culinary creativity in Tokyo, Japan."
2019,12,Pujol,Mexico City,Mexico,19.4326077,-99.133208,Mexican,"A distinguished restaurant offering mexican cuisine, known for its quality and culinary creativity in Mexico City, Mexico."
2019,13,White Rabbit,Moscow,Russia,55.755826,37.6173,Modern Russian,"A distinguished restaurant offering modern russian cuisine, known for its quality and culinary creativity in Moscow, Russia."
2019,14,Azurmendi,Larrabetzu,Spain,43.2609878,-2.7960332,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Larrabetzu, Spain."
2019,15,Septime,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2019,16,Alain Ducasse au Plaza Athénée,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2019,17,Steirereck,Vienna,Austria,48.2080695,16.3713095,Modern Austrian,A Vienna institution blending traditional Austrian dishes with contemporary creativity and regional ingredients.
2019,18,Odette,Singapore,Singapore,1.352083,103.819836,Modern Asian / Fusion,"A distinguished restaurant offering modern asian / fusion cuisine, known for its quality and culinary creativity in Singapore, Singapore."
2019,19,Twins Garden,Moscow,Russia,55.755826,37.6173,Modern Russian,"A distinguished restaurant offering modern russian cuisine, known for its quality and culinary creativity in Moscow, Russia."
2019,20,Tickets,Barcelona,Spain,41.3873974,2.168568,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Barcelona, Spain."
2019,21,Frantzén,Stockholm,Sweden,59.3293234,18.0685808,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Stockholm, Sweden."
2019,22,Narisawa,Tokyo,Japan,35.6764225,139.650027,Japanese,"A distinguished restaurant offering japanese cuisine, known for its quality and culinary creativity in Tokyo, Japan."
2019,23,Cosme,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2019,24,Quintonil,Mexico City,Mexico,19.4326077,-99.133208,Mexican,"A distinguished restaurant offering mexican cuisine, known for its quality and culinary creativity in Mexico City, Mexico."
2019,25,Alléno Paris au Pavillon Ledoyen,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2019,26,Boragó,Santiago,Chile,-33.4488897,-70.6692655,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Santiago, Chile."
2019,27,The Clove Club,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2019,28,Blue Hill at Stone Barns,Pocantico Hills,United States,41.0945407,-73.8359677,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Pocantico Hills, United States."
2019,29,Piazza Duomo,Alba,Italy,44.7009526,8.0353488,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Alba, Italy."
2019,30,Elkano,Getaria,Spain,43.3077339,-2.2021494,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Getaria, Spain."
2019,31,Le Calandre,Rubano,Italy,45.4262382,11.7937858,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Rubano, Italy."
2019,32,Nerua Guggenheim Bilbao,Bilbao,Spain,43.2633799,-2.9348121,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Bilbao, Spain."
2019,33,Lyle's,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2019,34,Don Julio,Buenos Aires,Argentina,-34.6036844,-58.3815591,Argentinian,"A distinguished restaurant offering argentinian cuisine, known for its quality and culinary creativity in Buenos Aires, Argentina."
2019,35,Atelier Crenn,San Francisco,United States,37.7749295,-122.4194155,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in San Francisco, United States."
2019,36,Le Bernardin,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2019,37,Alinea,Chicago,United States,41.8781136,-87.6297982,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Chicago, United States."
2019,38,Hiša Franko,Kobarid,Slovenia,46.2476549,13.5791749,Modern Slovenian / Alpine,"A distinguished restaurant offering modern slovenian / alpine cuisine, known for its quality and culinary creativity in Kobarid, Slovenia."
2019,39,A Casa do Porco,São Paulo,Brazil,-23.5557714,-46.6395571,Brazilian,"A distinguished restaurant offering brazilian cuisine, known for its quality and culinary creativity in São Paulo, Brazil."
2019,40,Restaurant Tim Raue,Berlin,Germany,52.5200065,13.404954,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Berlin, Germany."
2019,41,The Chairman,Hong Kong,Hong Kong,22.3193039,114.1693611,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Hong Kong, Hong Kong."
2019,42,Belcanto,Lisbon,Portugal,38.7222524,-9.1393366,Portuguese,"A distinguished restaurant offering portuguese cuisine, known for its quality and culinary creativity in Lisbon, Portugal."
2019,43,Hof Van Cleve,Kruisem,Belgium,50.9045204,3.5281422,Belgian / French,"A distinguished restaurant offering belgian / french cuisine, known for its quality and culinary creativity in Kruisem, Belgium."
2019,44,The Test Kitchen,Cape Town,South Africa,-33.922087,18.4231418,South African / Fusion,"A distinguished restaurant offering south african / fusion cuisine, known for its quality and culinary creativity in Cape Town, South Africa."
2019,45,Sühring,Bangkok,Thailand,13.7563309,100.5017651,Thai,"A distinguished restaurant offering thai cuisine, known for its quality and culinary creativity in Bangkok, Thailand."
2019,46,De Librije,Zwolle,Netherlands,52.5167747,6.08302189,Modern Dutch / European,"A distinguished restaurant offering modern dutch / european cuisine, known for its quality and culinary creativity in Zwolle, Netherlands."
2019,47,Benu,San Francisco,United States,37.7749295,-122.4194155,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in San Francisco, United States."
2019,48,Ultraviolet by Paul Pairet,Shanghai,China,31.230416,121.473701,Chinese,"A distinguished restaurant offering chinese cuisine, known for its quality and culinary creativity in Shanghai, China."
2019,49,Leo,Bogotá,Colombia,4.71098859,-74.072092,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Bogotá, Colombia."
2019,50,Schloss Schauenstein,Fürstenau,Germany,52.5179395,7.674365,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Fürstenau, Germany."
2021,1,Noma,Copenhagen,Denmark,55.6760968,12.5683371,New Nordic,"Noma redefined modern Scandinavian cuisine with foraged ingredients, seasonal menus, and innovative techniques in Copenhagen."
2021,2,Geranium,Copenhagen,Denmark,55.6760968,12.5683371,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Copenhagen, Denmark."
2021,3,Asador Etxebarri,Atxondo,Spain,43.131605,-2.5832703,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Atxondo, Spain."
2021,4,Central,Lima,Peru,-12.0466888,-77.0430885,Peruvian / Nikkei,"A distinguished restaurant offering peruvian / nikkei cuisine, known for its quality and culinary creativity in Lima, Peru."
2021,5,Disfrutar,Barcelona,Spain,41.3873974,2.168568,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Barcelona, Spain."
2021,6,Frantzén,Stockholm,Sweden,59.3293234,18.0685808,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Stockholm, Sweden."
2021,7,Maido,Lima,Peru,-12.0466888,-77.0430885,Peruvian / Nikkei,"A distinguished restaurant offering peruvian / nikkei cuisine, known for its quality and culinary creativity in Lima, Peru."
2021,8,Odette,Singapore,Singapore,1.352083,103.819836,Modern Asian / Fusion,"A distinguished restaurant offering modern asian / fusion cuisine, known for its quality and culinary creativity in Singapore, Singapore."
2021,9,Pujol,Mexico City,Mexico,19.4326077,-99.133208,Mexican,"A distinguished restaurant offering mexican cuisine, known for its quality and culinary creativity in Mexico City, Mexico."
2021,10,The Chairman,Hong Kong,Hong Kong,22.3193039,114.1693611,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Hong Kong, Hong Kong."
2021,11,Den,Tokyo,Japan,35.6764225,139.650027,Japanese,"A distinguished restaurant offering japanese cuisine, known for its quality and culinary creativity in Tokyo, Japan."
2021,12,Steirereck,Vienna,Austria,48.2080695,16.3713095,Modern Austrian,A Vienna institution blending traditional Austrian dishes with contemporary creativity and regional ingredients.
2021,13,Don Julio,Buenos Aires,Argentina,-34.6036844,-58.3815591,Argentinian,"A distinguished restaurant offering argentinian cuisine, known for its quality and culinary creativity in Buenos Aires, Argentina."
2021,14,Mugaritz,San Sebastian,Spain,43.318237,-1.9817051,Modernist / Spanish,Mugaritz offers a conceptual and avant-garde dining journey rooted in Spanish tradition and innovation.
2021,15,Lido 84,Gardone Riviera,Italy,45.623397,10.5636497,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Gardone Riviera, Italy."
2021,16,Elkano,Getaria,Spain,43.3077339,-2.2021494,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Getaria, Spain."
2021,17,A Casa do Porco,São Paulo,Brazil,-23.5557714,-46.6395571,Brazilian,"A distinguished restaurant offering brazilian cuisine, known for its quality and culinary creativity in São Paulo, Brazil."
2021,18,Piazza Duomo,Alba,Italy,44.7009526,8.0353488,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Alba, Italy."
2021,19,Narisawa,Tokyo,Japan,35.6764225,139.650027,Japanese,"A distinguished restaurant offering japanese cuisine, known for its quality and culinary creativity in Tokyo, Japan."
2021,20,DiverXO,Madrid,Spain,40.4167279,-3.7032905,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Madrid, Spain."
2021,21,Hiša Franko,Kobarid,Slovenia,46.2476549,13.5791749,Modern Slovenian / Alpine,"A distinguished restaurant offering modern slovenian / alpine cuisine, known for its quality and culinary creativity in Kobarid, Slovenia."
2021,22,Cosme,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2021,23,Arpège,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2021,24,Septime,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2021,25,White Rabbit,Moscow,Russia,55.755826,37.6173,Modern Russian,"A distinguished restaurant offering modern russian cuisine, known for its quality and culinary creativity in Moscow, Russia."
2021,26,Le Calandre,Rubano,Italy,45.4262382,11.7937858,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Rubano, Italy."
2021,27,Quintonil,Mexico City,Mexico,19.4326077,-99.133208,Mexican,"A distinguished restaurant offering mexican cuisine, known for its quality and culinary creativity in Mexico City, Mexico."
2021,28,Benu,San Francisco,United States,37.7749295,-122.4194155,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in San Francisco, United States."
2021,29,Reale,Castel di Sangro,Italy,41.783948,14.1081016,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Castel di Sangro, Italy."
2021,30,Twins Garden,Moscow,Russia,55.755826,37.6173,Modern Russian,"A distinguished restaurant offering modern russian cuisine, known for its quality and culinary creativity in Moscow, Russia."
2021,31,Restaurant Tim Raue,Berlin,Germany,52.5200065,13.404954,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Berlin, Germany."
2021,32,The Clove Club,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2021,33,Lyle's,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2021,34,Burnt Ends,Singapore,Singapore,1.352083,103.819836,Modern Asian / Fusion,"A distinguished restaurant offering modern asian / fusion cuisine, known for its quality and culinary creativity in Singapore, Singapore."
2021,35,Ultraviolet by Paul Pairet,Shanghai,China,31.230416,121.473701,Chinese,"A distinguished restaurant offering chinese cuisine, known for its quality and culinary creativity in Shanghai, China."
2021,36,Hof Van Cleve,Kruishoutem,Belgium,50.9044989,3.5281414,Belgian / French,"A distinguished restaurant offering belgian / french cuisine, known for its quality and culinary creativity in Kruishoutem, Belgium."
2021,37,SingleThread,Healdsburg,United States,38.6081693,-122.8700509,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Healdsburg, United States."
2021,38,Boragó,Santiago,Chile,-33.4488897,-70.6692655,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Santiago, Chile."
2021,39,Florilège,Tokyo,Japan,35.6764225,139.650027,Japanese,"A distinguished restaurant offering japanese cuisine, known for its quality and culinary creativity in Tokyo, Japan."
2021,40,Sühring,Bangkok,Thailand,13.7563309,100.5017651,Thai,"A distinguished restaurant offering thai cuisine, known for its quality and culinary creativity in Bangkok, Thailand."
2021,41,Alléno Paris au Pavillon Ledoyen,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2021,42,Belcanto,Lisbon,Portugal,38.7222524,-9.1393366,Portuguese,"A distinguished restaurant offering portuguese cuisine, known for its quality and culinary creativity in Lisbon, Portugal."
2021,43,Atomix,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2021,44,Le Bernardin,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2021,45,Nobelhart & Schmutzig,Berlin,Germany,52.5200065,13.404954,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Berlin, Germany."
2021,46,Leo,Bogotá,Colombia,4.71098859,-74.072092,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Bogotá, Colombia."
2021,47,Maaemo,Oslo,Norway,59.9138688,10.7522454,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Oslo, Norway."
2021,48,Atelier Crenn,San Francisco,United States,37.7749295,-122.4194155,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in San Francisco, United States."
2021,49,Azurmendi,Larrabetzu,Spain,43.2609878,-2.7960332,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Larrabetzu, Spain."
2021,50,Wolfgat,Paternoster,South Africa,-32.8095585,17.8946521,South African / Fusion,"A distinguished restaurant offering south african / fusion cuisine, known for its quality and culinary creativity in Paternoster, South Africa."
2022,1,Geranium,Copenhagen,Denmark,55.6760968,12.5683371,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Copenhagen, Denmark."
2022,2,Central,Lima,Peru,-12.0466888,-77.0430885,Peruvian / Nikkei,"A distinguished restaurant offering peruvian / nikkei cuisine, known for its quality and culinary creativity in Lima, Peru."
2022,3,Disfrutar,Barcelona,Spain,41.3873974,2.168568,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Barcelona, Spain."
2022,4,Diverxo,Madrid,Spain,40.4167279,-3.7032905,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Madrid, Spain."
2022,5,Pujol,Mexico City,Mexico,19.4326077,-99.133208,Mexican,"A distinguished restaurant offering mexican cuisine, known for its quality and culinary creativity in Mexico City, Mexico."
2022,6,Asador Etxebarri,Atxondo,Spain,43.131605,-2.5832703,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Atxondo, Spain."
2022,7,A Casa do Porco,São Paulo,Brazil,-23.5557714,-46.6395571,Brazilian,"A distinguished restaurant offering brazilian cuisine, known for its quality and culinary creativity in São Paulo, Brazil."
